variant,accuracy,macro_f1,draw_recall,log_loss,multiclass_brier
Balanced HGB raw probabilities,0.5584905660377358,0.5104251008322979,0.2490566037735849,0.9142500775114083,0.5404518759844256
Balanced HGB temporally calibrated,0.5834542815674891,0.4290356095830263,0.006289308176100629,0.9256857214888005,0.5432831947465232
