model,test_matches,actual_draws,actual_draw_rate,mean_predicted_draw_probability,argmax_draw_prediction_rate,argmax_draw_recall,draw_calibration_bin_mae
Calibrated Linear SVM,3445,795,0.23076923076923078,0.22447580554907726,0.00783744557329463,0.011320754716981131,0.017705149040688185
